,dien_tich,mat_tien,huong_nha,lat,long,gia_m2,do_rong_duong_ml,ten_phuong,sodo
15863,68.5,4.0,KXĐ,21.0394366,105.9131185,68.0,Ngõ 2 ô tô tránh,Phường Long Biên,0
15864,40.0,3.5,KXĐ,21.0216837,105.8954151,55.0,Ngõ ngách,Phường Long Biên,0
15865,40.6,4.0,Tây Nam,21.0779236,105.8458552,43.103448275862064,Ngõ 1 ô tô,Phường Long Biên,0
15866,70.0,4.5,KXĐ,21.0584885,105.9002297,48.57142857142857,Ngõ ngách,Phường Long Biên,0
15867,60.0,4.475,KXĐ,21.053419,105.8868173,90.0,Ngõ 1 ô tô,Phường Long Biên,0
15868,45.0,4.45,KXĐ,21.0533486,105.9009639,48.888888888888886,Ngõ 1 ô tô,Phường Việt Hưng,1
15869,54.0,4.425000000000001,KXĐ,21.0625626,105.8801066,67.5925925925926,Ngõ 1 ô tô,Phường Ngọc Thụy,0
15870,102.0,4.4,KXĐ,21.0104989,105.9096443,47.549019607843135,Ngõ 1 ô tô,Phường Long Biên,0
15871,100.0,5.4,KXĐ,21.0437208,105.9259271,48.0,Ngõ 1 ô tô,Phường Long Biên,0
15873,50.0,3.5,Đông,21.0230051,105.9053707,60.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
15875,102.0,4.4,KXĐ,21.0502778,105.8772992,47.549019607843135,Ngõ 3 ô tô tránh,Phường Long Biên,0
15876,68.0,4.02,Tây Nam,21.0526563,105.8862235,76.47058823529412,Ngõ 1 ô tô,Phường Long Biên,0
15877,73.0,3.835,KXĐ,21.0548635,105.8884966,75.0,Ngõ 1 ô tô,Phường Long Biên,0
15879,126.0,6.0,Tây Nam,21.0588582,105.8583873,84.92063492063492,Ngõ 1 ô tô,Phường Ngọc Thụy,0
15881,39.0,3.55,Tây Nam,21.0588582,105.8583873,69.23076923076923,Ngõ 1 ô tô,Phường Ngọc Thụy,0
15882,102.0,3.925,KXĐ,21.0104989,105.9096443,47.549019607843135,Ngõ 1 ô tô,Phường Long Biên,0
15883,52.0,4.3,KXĐ,21.0439994,105.8726818,62.0,Ngõ 1 ô tô,Phường Long Biên,1
15884,90.0,5.8,KXĐ,21.0674567,105.9200531,92.0,Ngõ 4 ô tô trở lên,Phường Giang Biên,0
15885,84.0,4.0,KXĐ,21.0216837,105.8954151,80.95238095238095,Ngõ 4 ô tô tránh,Phường Long Biên,0
15886,30.1,3.2,KXĐ,21.053419,105.8868173,54.81727574750831,Ngõ 1 ô tô,Phường Long Biên,0
15887,90.0,5.82,KXĐ,21.0674567,105.9200531,92.0,Ngõ 4 ô tô trở lên,Phường Long Biên,0
15888,30.0,5.753714285714286,KXĐ,21.0218618,105.9085869,43.333333333333336,Ngõ 1 ô tô,Phường Thạch Bàn,1
15889,115.0,5.687428571428572,KXĐ,21.0288671,105.8840044,59.130434782608695,Ngõ 1 ô tô,Phường Long Biên,1
15890,35.0,5.621142857142857,KXĐ,21.0401721,105.9024322,85.71428571428571,Ngõ 1 ô tô,Phường Phúc Đồng,1
15892,40.0,5.488571428571428,KXĐ,21.026428,105.8930876,60.0,Ngõ 1 ô tô,Phường Giang Biên,1
15893,40.0,5.422285714285715,Tây Bắc,21.0280989,105.8931653,42.5,Ngõ 1 ô tô,Phường Thạch Bàn,1
15894,35.0,5.356,KXĐ,21.0340858,105.9054803,78.57142857142857,Ngõ 1 ô tô,Phường Long Biên,1
15895,105.0,5.289714285714286,KXĐ,21.056117,105.8658584,56.19047619047619,Ngõ 1 ô tô,Phường Ngọc Thụy,1
15896,40.0,5.223428571428571,KXĐ,21.0339778,105.8690073,50.0,Ngõ 1 ô tô,Phường Bồ Đề,1
15897,38.0,5.1571428571428575,Đông Nam,21.0484769,105.877798,97.36842105263158,Ngõ 1 ô tô,Phường Ngọc Lâm,1
15898,100.0,5.090857142857143,KXĐ,21.0104989,105.9096443,48.5,Ngõ 1 ô tô,Phường Cự Khối,1
15900,33.0,4.958285714285714,KXĐ,21.0413823,105.901341,62.121212121212125,Ngõ 1 ô tô,Phường Long Biên,1
15901,30.0,4.892,Đông Nam,21.0435466,105.8982188,55.0,Ngõ 1 ô tô,Phường Long Biên,1
15903,76.0,4.759428571428572,KXĐ,21.0396348,105.8824499,81.57894736842105,Ngõ 1 ô tô,Phường Long Biên,1
15905,40.0,4.626857142857143,KXĐ,21.0655827,105.8979852,51.25,Ngõ 1 ô tô,Phường Đức Giang,1
15906,124.0,4.5605714285714285,KXĐ,21.0308787,105.8881981,57.25806451612903,Ngõ 1 ô tô,Phường Long Biên,0
15907,49.0,4.494285714285715,KXĐ,21.0218618,105.9085869,54.89795918367347,Ngõ 1 ô tô,Phường Thạch Bàn,1
15908,65.0,4.428,KXĐ,21.0404889,105.8735636,81.53846153846153,Ngõ 1 ô tô,Phường Long Biên,1
15910,85.0,4.295428571428571,KXĐ,21.0401721,105.9024322,103.52941176470588,Ngõ 1 ô tô,Phường Phúc Đồng,1
15911,125.0,4.2291428571428575,KXĐ,21.0769457,105.9035321,41.6,Ngõ 1 ô tô,Phường Thượng Thanh,1
15912,54.0,4.162857142857143,KXĐ,21.0666728,105.8916119,57.407407407407405,Ngõ 1 ô tô,Phường Đức Giang,1
15913,98.0,4.096571428571428,KXĐ,21.0438304,105.8723803,104.08163265306122,Ngõ 1 ô tô,Phường Long Biên,1
15914,86.0,4.030285714285714,KXĐ,21.0666728,105.8916119,65.11627906976744,Ngõ 1 ô tô,Phường Đức Giang,1
15915,73.0,3.964,KXĐ,21.0495394,105.8834124,124.65753424657534,Ngõ 1 ô tô,Phường Long Biên,1
15916,35.0,3.8977142857142857,Tây Nam,21.0433311,105.8653021,35.714285714285715,Ngõ 1 ô tô,Phường Cự Khối,1
15917,60.0,3.8314285714285714,KXĐ,21.0396348,105.8824499,90.0,Ngõ 1 ô tô,Phường Long Biên,1
15918,100.0,3.765142857142857,KXĐ,21.0218618,105.9085869,102.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
15919,83.0,3.698857142857143,KXĐ,21.022188,105.9078461,44.57831325301205,Ngõ 1 ô tô,Phường Thạch Bàn,0
15920,65.0,3.6325714285714286,KXĐ,21.0404889,105.8735636,58.0,Ngõ 1 ô tô,Phường Long Biên,0
15922,46.5,3.5,Nam,21.0621348,105.9166252,56.0,Ngõ 1 ô tô,Phường Giang Biên,1
15923,40.0,4.5,KXĐ,21.0705995,105.8540673,42.0,Ngõ 1 ô tô,Phường Ngọc Thụy,0
15924,112.0,5.5,KXĐ,21.0437208,105.9259271,48.21428571428572,Ngõ 2 ô tô tránh,Phường Long Biên,0
15925,40.0,3.5,KXĐ,21.0234829,105.887133,55.0,Ngõ 1 ô tô,Phường Long Biên,0
15926,87.0,3.25,KXĐ,21.0674567,105.9200531,48.27586206896552,Ngõ 1 ô tô,Phường Giang Biên,1
15927,45.0,3.0,Đông,21.0230051,105.9053707,55.55555555555556,Ngõ 1 ô tô,Phường Thạch Bàn,1
15928,90.0,5.1,KXĐ,21.0308787,105.8881981,86.66666666666667,Ngõ 1 ô tô,Phường Long Biên,1
15930,105.0,9.0,KXĐ,21.0746268,105.8919574,42.0,Ngõ 1 ô tô,Phường Thượng Thanh,0
15931,80.0,5.0,Đông Nam,21.0575538,105.9024322,130.0,Ngõ 1 ô tô,Phường Việt Hưng,1
15932,61.0,4.0,KXĐ,21.0285735,105.9193383,42.62295081967213,Ngõ 1 ô tô,Phường Thạch Bàn,1
15933,85.0,5.0,Đông,21.0384445,105.8762451,64.0,Ngõ 1 ô tô,Phường Long Biên,0
15934,54.0,3.8,KXĐ,21.056117,105.8658584,64.0,Ngõ 1 ô tô,Phường Ngọc Thụy,1
15935,34.3,4.15,KXĐ,21.0621941,105.9163657,91.83673469387756,Ngõ 1 ô tô,Phường Giang Biên,1
15936,32.15,4.5,KXĐ,21.0548635,105.8884966,64.0,Ngõ 1 ô tô,Phường Long Biên,0
15937,30.0,4.85,KXĐ,21.0437208,105.9259271,42.0,Ngõ 1 ô tô,Phường Long Biên,0
15941,80.0,5.0,Nam,21.0433311,105.8653021,41.875,Ngõ 1 ô tô,Phường Long Biên,1
15942,69.1,4.85,KXĐ,21.059326,105.8922901,72.99565846599133,Ngõ 1 ô tô,Phường Việt Hưng,1
15943,102.0,4.7,KXĐ,21.0104989,105.9096443,47.0,Ngõ 1 ô tô,Phường Long Biên,0
15944,34.3,4.550000000000001,KXĐ,21.0621941,105.9163657,91.83673469387756,Ngõ 1 ô tô,Phường Giang Biên,1
15945,102.0,4.4,KXĐ,21.0104989,105.9096443,47.549019607843135,Ngõ 1 ô tô,Phường Long Biên,1
15946,101.7,4.6,Đông Nam,21.0433311,105.8653021,58.0,Ngõ 1 ô tô,Phường Long Biên,1
15947,36.0,5.066666666666666,KXĐ,21.0655013,105.8883137,48.61111111111112,Ngõ 1 ô tô,Phường Thượng Thanh,1
15948,80.0,5.533333333333333,KXĐ,21.0437208,105.9259271,41.875,Ngõ 1 ô tô,Phường Phúc Lợi,1
15949,110.0,6.0,Đông Bắc,21.0409106,105.9048432,57.0,Ngõ 1 ô tô,Phường Phúc Đồng,0
15950,90.0,5.0,Đông Nam,21.029229,105.8852726,95.55555555555556,Ngõ 1 ô tô,Phường Long Biên,1
15952,56.0,4.36,KXĐ,21.0548635,105.8884966,65.17857142857143,Ngõ 1 ô tô,Phường Long Biên,0
15955,34.0,3.4,KXĐ,21.0437208,105.9259271,43.52941176470589,Ngõ ngách,Phường Long Biên,0
15956,38.0,3.16,Tây,21.0433311,105.8653021,49.60526315789474,Ngõ 1 ô tô,Phường Long Biên,1
15957,53.0,3.8,Tây Nam,21.0674567,105.9200531,33.39622641509434,Ngõ 1 ô tô,Phường Long Biên,0
15958,38.0,3.933333333333333,KXĐ,21.0437208,105.9259271,49.60526315789474,Ngõ 1 ô tô,Phường Phúc Lợi,1
15959,100.0,4.066666666666666,KXĐ,21.0588457,105.9162804,121.0,Ngõ 1 ô tô,Phường Giang Biên,1
15960,35.0,4.2,KXĐ,21.0621941,105.9163657,90.0,Ngõ 1 ô tô,Phường Giang Biên,1
15961,90.0,4.333333333333333,KXĐ,21.0681568,105.8897499,76.66666666666667,Ngõ 1 ô tô,Phường Thượng Thanh,1
15962,102.5,4.466666666666667,Đông Nam,21.0697388,105.9021655,87.5,Ngõ 1 ô tô,Phường Thượng Thanh,0
15963,102.0,4.6,KXĐ,21.0437208,105.9259271,87.0,Ngõ 1 ô tô,Phường Phúc Lợi,1
15964,54.0,4.733333333333333,KXĐ,21.0621941,105.9163657,101.66666666666669,Ngõ 1 ô tô,Phường Giang Biên,1
15965,52.0,4.866666666666667,KXĐ,21.0348453,105.9127108,46.0,Ngõ 1 ô tô,Phường Sài Đồng,1
15966,100.0,5.0,Tây Bắc,21.0588457,105.9162804,121.0,Ngõ 1 ô tô,Phường Giang Biên,1
15967,37.0,5.0,KXĐ,21.0655013,105.8883137,64.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
15968,50.0,5.0,Đông Nam,21.0491345,105.8829902,120.0,Ngõ 1 ô tô,Phường Long Biên,1
15970,73.4,4.0,KXĐ,21.0437208,105.9259271,86.11716621253406,Ngõ 1 ô tô,Phường Phúc Lợi,1
15971,50.7,3.5,KXĐ,21.0216837,105.8954151,58.8235294117647,Ngõ 3 ô tô tránh,Phường Long Biên,0
15972,92.5,4.5,KXĐ,21.0674567,105.9200531,69.1891891891892,Ngõ 2 ô tô tránh,Phường Long Biên,0
15973,52.0,5.7,Đông Bắc,21.0348453,105.9127108,45.96153846153846,Ngõ 1 ô tô,Phường Sài Đồng,0
15975,87.0,5.0,KXĐ,21.0674567,105.9200531,48.27586206896552,Ngõ 4 ô tô trở lên,Phường Long Biên,0
15976,66.0,5.0,KXĐ,21.0674567,105.9200531,34.5,Ngõ 1 ô tô,Phường Giang Biên,1
15977,42.0,3.3,Tây,21.0687455,105.9204798,36.5,Ngõ 1 ô tô,Phường Giang Biên,1
15978,37.0,3.9,KXĐ,21.0437208,105.9259271,44.5945945945946,Ngõ 1 ô tô,Phường Long Biên,0
15979,30.5,4.5,Đông Nam,21.0655013,105.8883137,59.01639344262295,Ngõ 1 ô tô,Phường Thượng Thanh,1
15980,40.0,4.0,KXĐ,21.0779236,105.8458552,42.0,Ngõ 1 ô tô,Phường Long Biên,0
15981,80.0,5.0,Nam,21.0437208,105.9259271,41.875,Ngõ 1 ô tô,Phường Long Biên,0
15982,37.0,4.0,KXĐ,21.0674567,105.9200531,34.5945945945946,Ngõ 1 ô tô,Phường Long Biên,0
15983,47.0,4.45,KXĐ,21.0308787,105.8881981,84.04255319148936,Ngõ 1 ô tô,Phường Long Biên,0
15984,40.0,4.9,KXĐ,21.0495394,105.8834124,115.0,Ngõ 1 ô tô,Phường Long Biên,1
15985,79.0,5.35,KXĐ,21.0648606,105.8975038,65.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
15986,106.0,5.8,KXĐ,21.056117,105.8658584,111.32075471698111,Ngõ 1 ô tô,Phường Ngọc Thụy,1
15987,120.0,5.6,Đông Nam,21.0369649,105.9117151,66.66666666666667,Ngõ 1 ô tô,Phường Long Biên,1
15988,110.0,5.4,KXĐ,21.0502778,105.8772992,100.0,Ngõ 1 ô tô,Phường Long Biên,0
15989,55.0,5.2,KXĐ,21.0018583,105.901698,31.818181818181817,Ngõ 1 ô tô,Phường Long Biên,0
15990,80.0,5.0,KXĐ,21.0621348,105.9166252,80.0,Ngõ 1 ô tô,Phường Giang Biên,1
15991,145.0,4.75,KXĐ,21.0470786,105.8777262,95.17241379310344,Ngõ 1 ô tô,Phường Long Biên,0
15992,50.0,4.5,Tây Bắc,21.0233526,105.9079671,100.0,Ngõ 3 ô tô tránh,Phường Long Biên,0
15994,68.0,4.1,KXĐ,21.0494444,105.8838889,76.0,Ngõ 1 ô tô,Phường Long Biên,1
15996,104.0,5.85,KXĐ,21.0502778,105.8772992,93.0,Ngõ 1 ô tô,Phường Long Biên,0
15998,112.0,5.55,KXĐ,21.0190293,105.9034648,55.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
15999,74.0,5.4,KXĐ,21.0270841,105.892418,64.0,Ngõ 1 ô tô,Phường Long Biên,1
16000,90.0,5.25,KXĐ,21.0233526,105.9079671,100.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
16001,78.6,5.1,KXĐ,21.0509914,105.8857844,73.02798982188295,Ngõ 1 ô tô,Phường Thạch Bàn,1
16002,79.0,4.95,KXĐ,21.0250451,105.9078847,72.65822784810126,Ngõ 1 ô tô,Phường Thạch Bàn,1
16003,45.0,4.8,KXĐ,21.0527053,105.8998379,70.0,Ngõ 1 ô tô,Phường Việt Hưng,1
16004,100.0,4.65,KXĐ,21.0674567,105.9200531,120.0,Ngõ 1 ô tô,Phường Giang Biên,1
16005,60.7,4.5,KXĐ,21.0437208,105.9259271,63.0,Ngõ 1 ô tô,Phường Long Biên,1
16006,69.1,4.2,KXĐ,21.0575538,105.9024322,74.0,Ngõ 1 ô tô,Phường Việt Hưng,0
16007,92.6,5.0,KXĐ,21.0383592,105.9339701,120.95032397408208,Ngõ 1 ô tô,Phường Long Biên,1
16008,36.0,4.0,KXĐ,21.0674567,105.9200531,69.44444444444444,Ngõ 1 ô tô,Phường Giang Biên,1
16009,69.0,4.0,KXĐ,21.0575538,105.9024322,75.3623188405797,Ngõ 1 ô tô,Phường Việt Hưng,0
16012,38.0,4.48,KXĐ,21.0437208,105.9259271,51.31578947368421,Ngõ 1 ô tô,Phường Long Biên,1
16013,62.0,4.6,KXĐ,21.0674567,105.9200531,38.0,Ngõ 1 ô tô,Phường Giang Biên,1
16014,52.9,5.0,KXĐ,21.026428,105.8930876,64.0,Ngõ 1 ô tô,Phường Long Biên,1
16015,90.0,6.0,KXĐ,21.0396348,105.8824499,130.0,Ngõ 1 ô tô,Phường Long Biên,1
16016,79.3,4.0,KXĐ,21.0308787,105.8881981,82.0,Ngõ 1 ô tô,Phường Long Biên,1
16018,42.0,3.3,KXĐ,21.0674567,105.9200531,36.30952380952381,Ngõ 1 ô tô,Phường Giang Biên,0
16022,34.7,3.4,KXĐ,21.0437208,105.9259271,49.56772334293948,Ngõ 1 ô tô,Phường Long Biên,1
16023,76.0,5.5,KXĐ,21.0502778,105.8772992,115.78947368421052,Ngõ 4 ô tô trở lên,Phường Long Biên,0
16024,34.0,6.79,KXĐ,21.0495394,105.8834124,66.17647058823529,Ngõ 1 ô tô,Phường Gia Thụy,1
16025,92.6,8.08,KXĐ,21.0437208,105.9259271,120.95032397408208,Ngõ 1 ô tô,Phường Phúc Lợi,1
16026,150.0,9.37,Đông Bắc,21.0216695,105.9141793,51.5,Ngõ 1 ô tô,Phường Thạch Bàn,0
16027,80.0,8.0275,KXĐ,21.0527053,105.8998379,130.0,Ngõ 1 ô tô,Phường Việt Hưng,1
16030,75.8,4.0,KXĐ,21.0236169,105.9217511,68.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
16031,100.0,5.0,Tây Bắc,21.038754,105.9346501,120.0,Ngõ 1 ô tô,Phường Giang Biên,0
16035,68.0,4.5,KXĐ,21.0548635,105.8884966,79.41176470588235,Ngõ 3 ô tô tránh,Phường Long Biên,0
16037,66.0,4.0,Tây,21.0681246,105.9184587,29.5,Ngõ 1 ô tô,Phường Giang Biên,1
16038,68.0,5.0,Tây Bắc,21.0674567,105.9200531,64.0,Ngõ 1 ô tô,Phường Giang Biên,1
16042,80.0,5.3,Tây,21.0230051,105.9053707,62.5,Ngõ 1 ô tô,Phường Thạch Bàn,0
16043,52.0,5.0,KXĐ,21.056117,105.8658584,81.73076923076923,Ngõ 1 ô tô,Phường Ngọc Thụy,0
16044,59.0,5.0,Tây Nam,21.0655013,105.8883137,59.83050847457627,Ngõ 1 ô tô,Phường Thượng Thanh,0
16045,64.0,4.2,KXĐ,21.0218618,105.9085869,64.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
16046,38.0,3.4,KXĐ,21.0548635,105.8884966,52.63157894736842,Ngõ 1 ô tô,Phường Long Biên,1
16051,59.0,5.0,KXĐ,21.0502778,105.8772992,59.83050847457627,Ngõ 2 ô tô tránh,Phường Thượng Thanh,0
16052,50.0,5.0,KXĐ,21.0674567,105.9200531,103.0,Ngõ 3 ô tô tránh,Phường Long Biên,0
16053,47.0,3.2,Đông Nam,21.0349479,105.918961,46.59574468085106,Ngõ 1 ô tô,Phường Long Biên,0
16054,63.0,4.5,KXĐ,21.0502778,105.8772992,91.26984126984128,Ngõ 4 ô tô tránh,Phường Long Biên,0
16055,80.0,5.0,Đông Nam,21.0575538,105.9024322,130.0,Ngõ 4 ô tô trở lên,Phường Long Biên,0
16056,78.6,6.5,Đông Nam,21.0233526,105.9079671,73.02798982188295,Ngõ 4 ô tô trở lên,Phường Thạch Bàn,0
16057,78.6,6.44,KXĐ,21.0233526,105.9079671,73.02798982188295,Ngõ 4 ô tô trở lên,Phường Long Biên,0
16058,55.0,5.8,KXĐ,21.0502778,105.8772992,50.90909090909091,Ngõ 1 ô tô,Phường Long Biên,0
16060,68.0,4.4,KXĐ,21.0548635,105.8884966,79.41176470588235,Ngõ ngách,Phường Long Biên,0
16062,46.0,4.5,KXĐ,21.0634414,105.8978605,65.21739130434783,Ngõ 1 ô tô,Phường Đức Giang,0
16063,96.0,7.0,KXĐ,21.0433311,105.8653021,93.75,Ngõ 1 ô tô,Phường Long Biên,1
16064,100.0,5.0,KXĐ,21.056117,105.8658584,59.0,Ngõ 1 ô tô,Phường Ngọc Thụy,1
16067,87.0,5.6,Bắc,21.0381356,105.9342847,48.27586206896552,Ngõ 1 ô tô,Phường Giang Biên,1
16068,52.0,5.4,Bắc,21.0625626,105.8801066,70.1923076923077,Ngõ 1 ô tô,Phường Ngọc Thụy,1
16069,54.0,5.2,KXĐ,21.065651,105.8807912,64.81481481481481,Ngõ 1 ô tô,Phường Ngọc Thụy,1
16070,70.0,5.0,Bắc,21.0603809,105.898435,48.57142857142857,Ngõ 1 ô tô,Phường Việt Hưng,0
16071,90.0,4.8,KXĐ,21.0218618,105.9085869,52.22222222222222,Ngõ 1 ô tô,Phường Thạch Bàn,1
16072,32.0,4.6,KXĐ,21.0216695,105.9141793,60.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
16074,43.0,4.2,KXĐ,21.038754,105.9346501,47.674418604651166,Ngõ 1 ô tô,Phường Phúc Lợi,1
16075,140.0,4.0,KXĐ,21.0648606,105.8975038,130.35714285714286,Ngõ 1 ô tô,Phường Thượng Thanh,0
16076,79.5,5.3,Tây Bắc,21.0230051,105.9053707,62.893081761006286,Ngõ 1 ô tô,Phường Thạch Bàn,1
16077,110.0,5.295,Tây Bắc,21.0260537,105.8985417,85.0,Ngõ 1 ô tô,Phường Long Biên,1
16078,90.0,5.29,Tây Nam,21.0230051,105.9053707,83.33333333333333,Ngõ 1 ô tô,Phường Thạch Bàn,0
16079,61.0,5.193333333333333,KXĐ,21.0371784,105.8730678,127.8688524590164,Ngõ 1 ô tô,Phường Bồ Đề,1
16080,75.0,5.096666666666667,KXĐ,21.0104989,105.9096443,65.0,Ngõ 1 ô tô,Phường Cự Khối,1
16081,65.2,5.0,Tây Bắc,21.0260537,105.8985417,79.75460122699386,Ngõ 1 ô tô,Phường Long Biên,1
16083,31.0,4.857142857142857,KXĐ,21.0216695,105.9141793,53.2258064516129,Ngõ 1 ô tô,Phường Thạch Bàn,1
16084,100.0,4.785714285714286,KXĐ,21.0621941,105.9163657,120.0,Ngõ 1 ô tô,Phường Giang Biên,1
16085,38.0,4.714285714285714,KXĐ,21.0437208,105.9259271,50.0,Ngõ 1 ô tô,Phường Phúc Lợi,1
16086,42.0,4.642857142857143,KXĐ,21.0218618,105.9085869,65.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
16088,106.0,4.5,Tây Bắc,21.038754,105.9346501,66.98113207547169,Ngõ 1 ô tô,Phường Giang Biên,0
16090,50.0,4.0,KXĐ,21.0218618,105.9085869,96.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
16091,85.0,4.0,KXĐ,21.0407327,105.896559,70.58823529411765,Ngõ 1 ô tô,Phường Phúc Đồng,0
16092,40.0,4.0,KXĐ,21.020984,105.9115754,56.25,Ngõ 1 ô tô,Phường Thạch Bàn,1
16093,66.0,4.0,KXĐ,21.0396348,105.8824499,115.15151515151516,Ngõ 1 ô tô,Phường Long Biên,0
16094,38.0,4.0,KXĐ,21.0433311,105.8653021,35.526315789473685,Ngõ 1 ô tô,Phường Long Biên,1
16095,76.8,5.333333333333333,KXĐ,21.0059693,105.896559,67.96875,Ngõ 1 ô tô,Phường Cự Khối,0
16096,110.0,6.666666666666666,KXĐ,21.0502778,105.8772992,90.0,Ngõ 1 ô tô,Phường Long Biên,0
16098,98.5,6.833333333333333,Tây Nam,21.0103366,105.9376246,65.98984771573605,Ngõ 1 ô tô,Phường Long Biên,0
16099,98.0,5.666666666666666,KXĐ,21.0216845,105.8953979,52.04081632653061,Ngõ 1 ô tô,Phường Long Biên,1
16100,74.5,4.5,KXĐ,21.0626006,105.8950907,47.333333333333336,Ngõ 1 ô tô,Phường Long Biên,0
16101,87.0,4.6,KXĐ,21.0621941,105.9163657,48.27586206896552,Ngõ 1 ô tô,Phường Giang Biên,1
16102,106.0,4.7,KXĐ,21.0621941,105.9163657,66.98113207547169,Ngõ 1 ô tô,Phường Giang Biên,1
16103,69.0,4.8,KXĐ,21.0527053,105.8998379,74.0,Ngõ 1 ô tô,Phường Việt Hưng,1
16104,80.0,4.9,KXĐ,21.0527053,105.8998379,130.0,Ngõ 1 ô tô,Phường Việt Hưng,1
16105,65.0,5.0,Đông,21.0260537,105.8985417,74.92307692307692,Ngõ 4 ô tô trở lên,Phường Long Biên,0
16106,80.0,5.0,Tây Bắc,21.0383592,105.9339701,40.7,Ngõ 1 ô tô,Phường Long Biên,1
16107,68.0,3.6,Đông Nam,21.0480346,105.8651774,57.35294117647059,Ngõ 1 ô tô,Phường Ngọc Thụy,0
16108,93.0,5.0,Tây Nam,21.0437208,105.9259271,120.43010752688171,Ngõ 4 ô tô trở lên,Phường Phúc Lợi,0
16109,80.0,5.3,Tây,21.0233526,105.9079671,62.5,Ngõ 3 ô tô tránh,Phường Long Biên,0
16110,68.7,6.8,KXĐ,21.038754,105.9346501,28.38427947598253,Ngõ 1 ô tô,Phường Giang Biên,1
16111,80.0,6.4125,KXĐ,21.0655827,105.8979852,65.0,Ngõ 1 ô tô,Phường Đức Giang,1
16112,78.6,6.025,KXĐ,21.020984,105.9115754,73.02798982188295,Ngõ 1 ô tô,Phường Thạch Bàn,1
16113,58.0,5.6375,KXĐ,21.0250451,105.9078847,53.44827586206897,Ngõ 1 ô tô,Phường Thạch Bàn,1
16114,40.0,5.25,KXĐ,21.0650095,105.8974448,69.0,Ngõ 1 ô tô,Phường Giang Biên,1
16116,69.0,4.475,KXĐ,21.0533486,105.9009639,74.08695652173913,Ngõ 1 ô tô,Phường Việt Hưng,1
16117,74.5,4.0875,KXĐ,21.06229,105.8981502,47.651006711409394,Ngõ 1 ô tô,Phường Long Biên,1
16118,59.25,3.7,Đông Bắc,21.0655013,105.8883137,64.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
16119,44.0,4.5,KXĐ,21.0218618,105.9085869,6.818181818181818,Ngõ 1 ô tô,Phường Thạch Bàn,1
16120,130.0,5.0,KXĐ,21.0384445,105.8762451,76.92307692307692,Ngõ 1 ô tô,Phường Long Biên,1
16123,41.0,6.75,KXĐ,21.0494444,105.8838889,64.63414634146342,Ngõ 1 ô tô,Phường Long Biên,0
16124,100.0,5.0,KXĐ,21.0674567,105.9200531,120.0,Ngõ 4 ô tô trở lên,Phường Long Biên,0
16125,44.0,5.333333333333333,Đông Nam,21.0260537,105.8985417,75.0,Ngõ 1 ô tô,Phường Long Biên,0
16126,130.0,5.666666666666667,KXĐ,21.0218618,105.9085869,64.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
16127,80.0,6.0,KXĐ,21.0285735,105.9193383,73.75,Ngõ 1 ô tô,Phường Thạch Bàn,0
16128,55.0,5.0,KXĐ,21.0218618,105.9085869,70.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
16129,52.0,4.6,Đông Nam,21.0509914,105.8857844,57.0,Ngõ 1 ô tô,Phường Long Biên,1
16130,100.0,5.5,KXĐ,21.0437208,105.9259271,48.0,Ngõ 1 ô tô,Phường Long Biên,0
16131,65.0,5.25,Tây,21.0098329,105.9051712,80.15384615384616,Ngõ 1 ô tô,Phường Long Biên,1
16132,100.0,5.0,Tây Nam,21.0674328,105.9179597,120.0,Ngõ 1 ô tô,Phường Giang Biên,1
16134,30.0,5.0,Tây Nam,21.0335602,105.9074645,46.66666666666666,Ngõ 1 ô tô,Phường Thạch Bàn,1
16135,65.0,5.5,Tây,21.0216837,105.8954151,80.15384615384616,Ngõ 4 ô tô trở lên,Phường Long Biên,0
16136,34.3,3.43,KXĐ,21.0674567,105.9200531,91.83673469387756,Ngõ 4 ô tô trở lên,Phường Long Biên,0
16137,70.0,3.4581578947368423,KXĐ,21.0501283,105.8844481,128.57142857142858,Ngõ 1 ô tô,Phường Long Biên,1
16138,47.0,3.4863157894736845,KXĐ,21.0574877,105.8870246,82.34042553191489,Ngõ 1 ô tô,Phường Thượng Thanh,1
16139,80.0,3.5144736842105266,KXĐ,21.0697917,105.9066422,64.75,Ngõ 1 ô tô,Phường Việt Hưng,1
16140,96.0,3.5426315789473684,KXĐ,21.0558485,105.8916207,110.0,Ngõ 1 ô tô,Phường Việt Hưng,1
16141,40.0,3.5707894736842105,Đông Nam,21.056117,105.8658584,63.75,Ngõ 1 ô tô,Phường Ngọc Thụy,1
